C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/scnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)

counter#498 epoch: 3, test mean loss=0.47262812457251374, test accuracy=0.7964999999999999

counter#499 epoch: 3, test mean loss=0.4736634870330227, test accuracy=0.7934999999999999

counter#500 epoch: 3, test mean loss=0.46939436471935875, test accuracy=0.7955

counter#501 epoch: 3, test mean loss=0.47702557595566875, test accuracy=0.7885

counter#502 epoch: 3, test mean loss=0.4824001933335638, test accuracy=0.7885

counter#503 epoch: 3, test mean loss=0.4750945003701636, test accuracy=0.7914999999999999

counter#504 epoch: 3, test mean loss=0.482227351077994, test accuracy=0.7905

counter#505 epoch: 3, test mean loss=0.49459218442892317, test accuracy=0.7954999999999999

counter#506 epoch: 3, test mean loss=0.48526793658565126, test accuracy=0.7924999999999999

counter#507 epoch: 3, test mean loss=0.48793913820336704, test accuracy=0.7919999999999999

counter#508 epoch: 3, test mean loss=0.4897335954742513, test accuracy=0.7879999999999999

counter#509 epoch: 3, test mean loss=0.48202915111754735, test accuracy=0.7859999999999999

counter#510 epoch: 3, test mean loss=0.4756407256531244, test accuracy=0.7954999999999999

counter#511 epoch: 3, test mean loss=0.4883667050199417, test accuracy=0.7969999999999999

counter#512 epoch: 3, test mean loss=0.4835211643138426, test accuracy=0.7939999999999999

counter#513 epoch: 3, test mean loss=0.47427493589159136, test accuracy=0.7969999999999999

counter#514 epoch: 3, test mean loss=0.46743056730997046, test accuracy=0.7934999999999999

counter#515 epoch: 3, test mean loss=0.46790209334680233, test accuracy=0.7899999999999998

counter#516 epoch: 3, test mean loss=0.46956049819651613, test accuracy=0.7865

counter#517 epoch: 3, test mean loss=0.4639779681261074, test accuracy=0.7869999999999999

counter#518 epoch: 3, test mean loss=0.4710165494987901, test accuracy=0.7849999999999999

counter#519 epoch: 3, test mean loss=0.4600339149613967, test accuracy=0.7939999999999998

counter#520 epoch: 3, test mean loss=0.4650572687626342, test accuracy=0.7895

counter#521 epoch: 3, test mean loss=0.4606272402800622, test accuracy=0.7945

counter#522 epoch: 3, test mean loss=0.46609686183132204, test accuracy=0.7835

counter#523 epoch: 3, test mean loss=0.4647374684620914, test accuracy=0.7855

counter#524 epoch: 3, test mean loss=0.4557571496581252, test accuracy=0.796

counter#525 epoch: 3, test mean loss=0.4578679735690585, test accuracy=0.7949999999999999

counter#526 epoch: 3, test mean loss=0.4614249986200841, test accuracy=0.7945

counter#527 epoch: 3, test mean loss=0.4613314741573947, test accuracy=0.7919999999999999

counter#528 epoch: 3, test mean loss=0.4670435775689388, test accuracy=0.793

counter#529 epoch: 3, test mean loss=0.4708763939378672, test accuracy=0.7925000000000001

counter#530 epoch: 3, test mean loss=0.46930277317129054, test accuracy=0.796

counter#531 epoch: 3, test mean loss=0.4765946539294565, test accuracy=0.7945

counter#532 epoch: 3, test mean loss=0.4745313609466896, test accuracy=0.7945

counter#533 epoch: 3, test mean loss=0.4791198252670249, test accuracy=0.793

counter#534 epoch: 3, test mean loss=0.47489131398665857, test accuracy=0.7905

counter#535 epoch: 3, test mean loss=0.4749377903539388, test accuracy=0.7910000000000001

counter#536 epoch: 3, test mean loss=0.47733263813745036, test accuracy=0.787

counter#537 epoch: 3, test mean loss=0.4629997859298828, test accuracy=0.7935

counter#538 epoch: 3, test mean loss=0.46388384706656866, test accuracy=0.792

counter#539 epoch: 3, test mean loss=0.4683042704523367, test accuracy=0.7939999999999999

counter#0 epoch: 1, test mean loss=0.6937893672352231, test accuracy=0.49650000000000005

counter#1 epoch: 1, test mean loss=0.6931227376413978, test accuracy=0.5035

counter#2 epoch: 1, test mean loss=0.6940950851657577, test accuracy=0.5035

counter#3 epoch: 1, test mean loss=0.6932885014043033, test accuracy=0.5035

counter#4 epoch: 1, test mean loss=0.6931414523042231, test accuracy=0.5035

counter#5 epoch: 1, test mean loss=0.6937960655138489, test accuracy=0.5035

counter#6 epoch: 1, test mean loss=0.6969859359683963, test accuracy=0.5035

counter#7 epoch: 1, test mean loss=0.7051106552321714, test accuracy=0.5035

counter#8 epoch: 1, test mean loss=0.6973911400469877, test accuracy=0.5035

counter#9 epoch: 1, test mean loss=0.6986376004807501, test accuracy=0.5035

counter#10 epoch: 1, test mean loss=0.6982604883529039, test accuracy=0.5035

counter#11 epoch: 1, test mean loss=0.6932042586380087, test accuracy=0.5035

counter#12 epoch: 1, test mean loss=0.693143974023817, test accuracy=0.493

counter#13 epoch: 1, test mean loss=0.6932834960544553, test accuracy=0.5035

counter#14 epoch: 1, test mean loss=0.6931632106066138, test accuracy=0.5035

counter#15 epoch: 1, test mean loss=0.6931686083741474, test accuracy=0.49650000000000005

counter#16 epoch: 1, test mean loss=0.6942253751607061, test accuracy=0.49650000000000005

counter#17 epoch: 1, test mean loss=0.6940365808398182, test accuracy=0.49650000000000005

counter#18 epoch: 1, test mean loss=0.6932768715894779, test accuracy=0.49650000000000005

counter#19 epoch: 1, test mean loss=0.6932015610161334, test accuracy=0.49650000000000005

counter#20 epoch: 1, test mean loss=0.6931108993405931, test accuracy=0.5035

counter#21 epoch: 1, test mean loss=0.6931915974584608, test accuracy=0.49650000000000005

counter#22 epoch: 1, test mean loss=0.693276294378794, test accuracy=0.49650000000000005

counter#23 epoch: 1, test mean loss=0.6931545566955704, test accuracy=0.49650000000000005

counter#24 epoch: 1, test mean loss=0.6932748902993343, test accuracy=0.49650000000000005

counter#25 epoch: 1, test mean loss=0.6931738121700964, test accuracy=0.49650000000000005

counter#26 epoch: 1, test mean loss=0.693120992133528, test accuracy=0.49650000000000005

counter#27 epoch: 1, test mean loss=0.6932987008434998, test accuracy=0.49650000000000005

counter#28 epoch: 1, test mean loss=0.6935016000601336, test accuracy=0.49650000000000005

counter#29 epoch: 1, test mean loss=0.6930846202350756, test accuracy=0.49650000000000005

counter#30 epoch: 1, test mean loss=0.693070691763224, test accuracy=0.49650000000000005

counter#31 epoch: 1, test mean loss=0.6932707435756025, test accuracy=0.49650000000000005

counter#32 epoch: 1, test mean loss=0.6932131771094807, test accuracy=0.49650000000000005

counter#33 epoch: 1, test mean loss=0.6935288081346471, test accuracy=0.49650000000000005

counter#34 epoch: 1, test mean loss=0.6935136475838295, test accuracy=0.49650000000000005

counter#35 epoch: 1, test mean loss=0.6932828757427536, test accuracy=0.49650000000000005

counter#36 epoch: 1, test mean loss=0.6929660052022093, test accuracy=0.5825

counter#37 epoch: 1, test mean loss=0.6930797461171851, test accuracy=0.49650000000000005

counter#38 epoch: 1, test mean loss=0.69311185875112, test accuracy=0.49650000000000005

counter#39 epoch: 1, test mean loss=0.6928452546615503, test accuracy=0.5195

counter#40 epoch: 1, test mean loss=0.6928103730201274, test accuracy=0.5035

counter#41 epoch: 1, test mean loss=0.692769566839585, test accuracy=0.5265000000000002

counter#42 epoch: 1, test mean loss=0.6927016565873921, test accuracy=0.5035

counter#43 epoch: 1, test mean loss=0.6927192702878638, test accuracy=0.5035

counter#44 epoch: 1, test mean loss=0.6930734484183633, test accuracy=0.5035

counter#45 epoch: 1, test mean loss=0.692778992608343, test accuracy=0.5035

counter#46 epoch: 1, test mean loss=0.6924321641474195, test accuracy=0.5035

counter#47 epoch: 1, test mean loss=0.6921396027719388, test accuracy=0.5035

counter#48 epoch: 1, test mean loss=0.6919812843203117, test accuracy=0.5115

counter#49 epoch: 1, test mean loss=0.6918406346487203, test accuracy=0.6075

counter#50 epoch: 1, test mean loss=0.6917049371387912, test accuracy=0.5885

counter#51 epoch: 1, test mean loss=0.6912983748802081, test accuracy=0.5055

counter#52 epoch: 1, test mean loss=0.6907193494964275, test accuracy=0.6104999999999999

counter#53 epoch: 1, test mean loss=0.6901668795259996, test accuracy=0.5155000000000002

counter#54 epoch: 1, test mean loss=0.689589146860829, test accuracy=0.49750000000000005

counter#55 epoch: 1, test mean loss=0.6883476599318856, test accuracy=0.6744999999999999

counter#56 epoch: 1, test mean loss=0.6873060476027899, test accuracy=0.562

counter#57 epoch: 1, test mean loss=0.6852881235709081, test accuracy=0.6835000000000001

counter#58 epoch: 1, test mean loss=0.6837811274764152, test accuracy=0.6394999999999998

counter#59 epoch: 1, test mean loss=0.679819660734519, test accuracy=0.661

counter#60 epoch: 1, test mean loss=0.6753276566569337, test accuracy=0.6620000000000001

counter#61 epoch: 1, test mean loss=0.6692665145410622, test accuracy=0.6860000000000002

counter#62 epoch: 1, test mean loss=0.6633771074921379, test accuracy=0.6735000000000001

counter#63 epoch: 1, test mean loss=0.654711931219197, test accuracy=0.6765000000000001

counter#64 epoch: 1, test mean loss=0.6455532892219029, test accuracy=0.7020000000000001

counter#65 epoch: 1, test mean loss=0.6317088817076464, test accuracy=0.7000000000000001

counter#66 epoch: 1, test mean loss=0.6222925886843911, test accuracy=0.6770000000000003

counter#67 epoch: 1, test mean loss=0.6060343564338756, test accuracy=0.6910000000000001

counter#68 epoch: 1, test mean loss=0.5964477974469276, test accuracy=0.7024999999999999

counter#69 epoch: 1, test mean loss=0.6027135159989973, test accuracy=0.6385

counter#70 epoch: 1, test mean loss=0.5858804257963073, test accuracy=0.702

counter#71 epoch: 1, test mean loss=0.5780702045208057, test accuracy=0.7070000000000001

counter#72 epoch: 1, test mean loss=0.573315612719155, test accuracy=0.6950000000000002

counter#73 epoch: 1, test mean loss=0.5634817071689433, test accuracy=0.696

counter#74 epoch: 1, test mean loss=0.5522084134591756, test accuracy=0.723

counter#75 epoch: 1, test mean loss=0.5424931387482301, test accuracy=0.7224999999999999

counter#76 epoch: 1, test mean loss=0.5396072602988164, test accuracy=0.7210000000000001

counter#77 epoch: 1, test mean loss=0.5353239442767738, test accuracy=0.7289999999999999

counter#78 epoch: 1, test mean loss=0.5419604941682568, test accuracy=0.7250000000000001

counter#79 epoch: 1, test mean loss=0.5390211419261435, test accuracy=0.7310000000000001

counter#80 epoch: 1, test mean loss=0.5331317001118885, test accuracy=0.7315000000000002

counter#81 epoch: 1, test mean loss=0.544552784137599, test accuracy=0.7174999999999999

counter#82 epoch: 1, test mean loss=0.5363053776795351, test accuracy=0.7099999999999999

counter#83 epoch: 1, test mean loss=0.5415137198265996, test accuracy=0.7194999999999998

counter#84 epoch: 1, test mean loss=0.5338629069984997, test accuracy=0.7244999999999998

counter#85 epoch: 1, test mean loss=0.5296326641504849, test accuracy=0.7309999999999999

counter#86 epoch: 1, test mean loss=0.5285732124922463, test accuracy=0.7269999999999998

counter#87 epoch: 1, test mean loss=0.5301019893901365, test accuracy=0.7289999999999999

counter#88 epoch: 1, test mean loss=0.5278572652566772, test accuracy=0.7254999999999999

counter#89 epoch: 1, test mean loss=0.5294344572171448, test accuracy=0.725

counter#90 epoch: 1, test mean loss=0.5359476567856234, test accuracy=0.7285000000000001

counter#91 epoch: 1, test mean loss=0.5299672969447534, test accuracy=0.7314999999999999

counter#92 epoch: 1, test mean loss=0.5261775601037326, test accuracy=0.7355

counter#93 epoch: 1, test mean loss=0.5262647838924844, test accuracy=0.7289999999999999

counter#94 epoch: 1, test mean loss=0.5216356698288411, test accuracy=0.7355

counter#95 epoch: 1, test mean loss=0.5234363939806019, test accuracy=0.7325000000000002

counter#96 epoch: 1, test mean loss=0.5218208533878154, test accuracy=0.7390000000000001

counter#97 epoch: 1, test mean loss=0.5227483427508278, test accuracy=0.7355

counter#98 epoch: 1, test mean loss=0.5206524690921447, test accuracy=0.734

counter#99 epoch: 1, test mean loss=0.5215693689190203, test accuracy=0.7390000000000001

counter#100 epoch: 1, test mean loss=0.5310934294673738, test accuracy=0.7235

counter#101 epoch: 1, test mean loss=0.5241321044115657, test accuracy=0.7410000000000001

counter#102 epoch: 1, test mean loss=0.5187876768177094, test accuracy=0.737

counter#103 epoch: 1, test mean loss=0.5275797659720519, test accuracy=0.736

counter#104 epoch: 1, test mean loss=0.5198374526668508, test accuracy=0.7390000000000001

counter#105 epoch: 1, test mean loss=0.5221011365367122, test accuracy=0.736

counter#106 epoch: 1, test mean loss=0.5214062016388291, test accuracy=0.7285

counter#107 epoch: 1, test mean loss=0.5258100193032009, test accuracy=0.7334999999999999

counter#108 epoch: 1, test mean loss=0.5190070435797851, test accuracy=0.7360000000000001

counter#109 epoch: 1, test mean loss=0.5216293767438485, test accuracy=0.7350000000000001

counter#110 epoch: 1, test mean loss=0.5159801447256391, test accuracy=0.7375

counter#111 epoch: 1, test mean loss=0.5150437628661255, test accuracy=0.7405

counter#112 epoch: 1, test mean loss=0.5142361946028057, test accuracy=0.7405000000000002

counter#113 epoch: 1, test mean loss=0.5128477417933908, test accuracy=0.7370000000000001

counter#114 epoch: 1, test mean loss=0.5101270878085513, test accuracy=0.7480000000000001

counter#115 epoch: 1, test mean loss=0.5087763150398024, test accuracy=0.7464999999999999

counter#116 epoch: 1, test mean loss=0.5106921267117708, test accuracy=0.7515000000000002

counter#117 epoch: 1, test mean loss=0.5185178639958175, test accuracy=0.7515000000000003

counter#118 epoch: 1, test mean loss=0.5080328181664104, test accuracy=0.7575000000000001

counter#119 epoch: 1, test mean loss=0.5050081101467224, test accuracy=0.7485

counter#120 epoch: 1, test mean loss=0.5063261450549537, test accuracy=0.7470000000000001

counter#121 epoch: 1, test mean loss=0.5102847006222386, test accuracy=0.7489999999999999

counter#122 epoch: 1, test mean loss=0.5036279784254354, test accuracy=0.7495

counter#123 epoch: 1, test mean loss=0.5019577189465396, test accuracy=0.7470000000000001

counter#124 epoch: 1, test mean loss=0.5054164249617844, test accuracy=0.7505

counter#125 epoch: 1, test mean loss=0.49924146889682997, test accuracy=0.748

counter#126 epoch: 1, test mean loss=0.505839613778821, test accuracy=0.7545

counter#127 epoch: 1, test mean loss=0.4961159989967562, test accuracy=0.7619999999999999

counter#128 epoch: 1, test mean loss=0.4975705128715685, test accuracy=0.7555

counter#129 epoch: 1, test mean loss=0.49870099447707006, test accuracy=0.752

counter#130 epoch: 1, test mean loss=0.504199155494067, test accuracy=0.7605000000000002

counter#131 epoch: 1, test mean loss=0.49779728398925427, test accuracy=0.7565

counter#132 epoch: 1, test mean loss=0.49847866062402996, test accuracy=0.7550000000000001

counter#133 epoch: 1, test mean loss=0.4968675105594122, test accuracy=0.7559999999999999

counter#134 epoch: 1, test mean loss=0.4950565462217965, test accuracy=0.757

counter#135 epoch: 1, test mean loss=0.49432333935444295, test accuracy=0.7559999999999999

counter#136 epoch: 1, test mean loss=0.49795950956210444, test accuracy=0.7640000000000001

counter#137 epoch: 1, test mean loss=0.49325165002823146, test accuracy=0.7585

counter#138 epoch: 1, test mean loss=0.4928079178600921, test accuracy=0.7684999999999998

counter#139 epoch: 1, test mean loss=0.48996360037579867, test accuracy=0.7645000000000001

counter#140 epoch: 1, test mean loss=0.4971369455736004, test accuracy=0.7645000000000001

counter#141 epoch: 1, test mean loss=0.5048809785395841, test accuracy=0.7615

counter#142 epoch: 1, test mean loss=0.4996306024155593, test accuracy=0.7610000000000001

counter#143 epoch: 1, test mean loss=0.4907586459021368, test accuracy=0.7680000000000001

counter#144 epoch: 1, test mean loss=0.4875586278743631, test accuracy=0.772

counter#145 epoch: 1, test mean loss=0.4873885096650022, test accuracy=0.773

counter#146 epoch: 1, test mean loss=0.48467966625441294, test accuracy=0.7665

counter#147 epoch: 1, test mean loss=0.4889586797319995, test accuracy=0.7645

counter#148 epoch: 1, test mean loss=0.4893212402828417, test accuracy=0.7685000000000002

counter#149 epoch: 1, test mean loss=0.48604230769698287, test accuracy=0.7660000000000001

counter#150 epoch: 1, test mean loss=0.4882024419717926, test accuracy=0.7649999999999999

counter#151 epoch: 1, test mean loss=0.484435615863773, test accuracy=0.7635

counter#152 epoch: 1, test mean loss=0.4814572059271981, test accuracy=0.7659999999999998

counter#153 epoch: 1, test mean loss=0.4802699722121214, test accuracy=0.7710000000000001

counter#154 epoch: 1, test mean loss=0.47801308759152183, test accuracy=0.7705

counter#155 epoch: 1, test mean loss=0.4782254743399963, test accuracy=0.7705

counter#156 epoch: 1, test mean loss=0.48390457160040745, test accuracy=0.767

counter#157 epoch: 1, test mean loss=0.48099819623010037, test accuracy=0.771

counter#158 epoch: 1, test mean loss=0.4791633605196279, test accuracy=0.776

counter#159 epoch: 1, test mean loss=0.47579469790284945, test accuracy=0.768

counter#160 epoch: 1, test mean loss=0.47795296962829886, test accuracy=0.777

counter#161 epoch: 1, test mean loss=0.4744249622440238, test accuracy=0.776

counter#162 epoch: 1, test mean loss=0.48505954409652074, test accuracy=0.7700000000000001

counter#163 epoch: 1, test mean loss=0.47961901106973304, test accuracy=0.7750000000000001

counter#164 epoch: 1, test mean loss=0.4751299218127093, test accuracy=0.7795000000000003

counter#165 epoch: 1, test mean loss=0.472481830774467, test accuracy=0.7755000000000001

counter#166 epoch: 1, test mean loss=0.47136307505657393, test accuracy=0.775

counter#167 epoch: 1, test mean loss=0.47092341459176784, test accuracy=0.7755000000000002

counter#168 epoch: 1, test mean loss=0.4698126881268486, test accuracy=0.7795000000000001

counter#169 epoch: 1, test mean loss=0.4690493949162087, test accuracy=0.7785000000000001

counter#170 epoch: 1, test mean loss=0.46887711837192264, test accuracy=0.7755000000000002

counter#171 epoch: 1, test mean loss=0.4730434554923232, test accuracy=0.7720000000000001

counter#172 epoch: 1, test mean loss=0.47110331258249494, test accuracy=0.7779999999999999

counter#173 epoch: 1, test mean loss=0.4718229410333751, test accuracy=0.778

counter#174 epoch: 1, test mean loss=0.4680680201750439, test accuracy=0.7795000000000001

counter#175 epoch: 1, test mean loss=0.4684934754243798, test accuracy=0.7805000000000001

counter#176 epoch: 1, test mean loss=0.478174675065843, test accuracy=0.7695000000000001

counter#177 epoch: 1, test mean loss=0.4700103773258325, test accuracy=0.7815000000000001

counter#178 epoch: 1, test mean loss=0.4682813646679113, test accuracy=0.7855

counter#179 epoch: 1, test mean loss=0.4649839114003839, test accuracy=0.7835000000000002

counter#180 epoch: 2, test mean loss=0.46497374791571533, test accuracy=0.7865000000000001

counter#181 epoch: 2, test mean loss=0.462893755550419, test accuracy=0.7865000000000001

counter#182 epoch: 2, test mean loss=0.46578392925633516, test accuracy=0.784

counter#183 epoch: 2, test mean loss=0.46083090896983947, test accuracy=0.785

counter#184 epoch: 2, test mean loss=0.4639458369430079, test accuracy=0.7825

counter#185 epoch: 2, test mean loss=0.4617822073731146, test accuracy=0.7855000000000001

counter#186 epoch: 2, test mean loss=0.46391384210789816, test accuracy=0.7845000000000001

counter#187 epoch: 2, test mean loss=0.4601593086961128, test accuracy=0.7840000000000001

counter#188 epoch: 2, test mean loss=0.45909523090244936, test accuracy=0.7845000000000002

counter#189 epoch: 2, test mean loss=0.4595548093767399, test accuracy=0.7850000000000001

counter#190 epoch: 2, test mean loss=0.4569130254485988, test accuracy=0.7855000000000001

counter#191 epoch: 2, test mean loss=0.45899272180983114, test accuracy=0.7805000000000001

counter#192 epoch: 2, test mean loss=0.4560643115860132, test accuracy=0.784

counter#193 epoch: 2, test mean loss=0.4541935645483129, test accuracy=0.7889999999999999

counter#194 epoch: 2, test mean loss=0.4546716963429174, test accuracy=0.7900000000000001

counter#195 epoch: 2, test mean loss=0.45979126574008733, test accuracy=0.7865

counter#196 epoch: 2, test mean loss=0.45792463445359033, test accuracy=0.7855

counter#197 epoch: 2, test mean loss=0.46189860679448785, test accuracy=0.7874999999999999

counter#198 epoch: 2, test mean loss=0.45362523484161016, test accuracy=0.7915

counter#199 epoch: 2, test mean loss=0.4517591536084968, test accuracy=0.788

counter#200 epoch: 2, test mean loss=0.4497869338732272, test accuracy=0.7925000000000002

counter#201 epoch: 2, test mean loss=0.45029630978598645, test accuracy=0.7905

counter#202 epoch: 2, test mean loss=0.44992700622898185, test accuracy=0.794

counter#203 epoch: 2, test mean loss=0.45073370599549617, test accuracy=0.7950000000000002

counter#204 epoch: 2, test mean loss=0.45106312548032435, test accuracy=0.7950000000000002

counter#205 epoch: 2, test mean loss=0.45041297459925766, test accuracy=0.7935000000000001

counter#206 epoch: 2, test mean loss=0.44958056689990517, test accuracy=0.7979999999999999

counter#207 epoch: 2, test mean loss=0.45088644878046347, test accuracy=0.7955

counter#208 epoch: 2, test mean loss=0.45213029663195164, test accuracy=0.7955000000000003

counter#209 epoch: 2, test mean loss=0.44814519753665766, test accuracy=0.7939999999999998

counter#210 epoch: 2, test mean loss=0.44835169197962876, test accuracy=0.7979999999999999

counter#211 epoch: 2, test mean loss=0.45283529274003476, test accuracy=0.7895

counter#212 epoch: 2, test mean loss=0.44793420440364906, test accuracy=0.7965

counter#213 epoch: 2, test mean loss=0.45288092592865536, test accuracy=0.7900000000000001

counter#214 epoch: 2, test mean loss=0.4534788647859764, test accuracy=0.7919999999999999

counter#215 epoch: 2, test mean loss=0.4476978801582258, test accuracy=0.7905000000000001

counter#216 epoch: 2, test mean loss=0.4470107272889778, test accuracy=0.7900000000000001

counter#217 epoch: 2, test mean loss=0.44612990601351415, test accuracy=0.791

counter#218 epoch: 2, test mean loss=0.44848050814299684, test accuracy=0.792

counter#219 epoch: 2, test mean loss=0.44774044466735496, test accuracy=0.79

counter#220 epoch: 2, test mean loss=0.4504332389547276, test accuracy=0.7875000000000001

counter#221 epoch: 2, test mean loss=0.45173703651935115, test accuracy=0.7865000000000001

counter#222 epoch: 2, test mean loss=0.447903003659378, test accuracy=0.7929999999999999

counter#223 epoch: 2, test mean loss=0.44657649875681915, test accuracy=0.7955

counter#224 epoch: 2, test mean loss=0.4447020243731573, test accuracy=0.794

counter#225 epoch: 2, test mean loss=0.4448737348656097, test accuracy=0.7950000000000002

counter#226 epoch: 2, test mean loss=0.4431422525431253, test accuracy=0.7935

counter#227 epoch: 2, test mean loss=0.4431655506989479, test accuracy=0.7915000000000001

counter#228 epoch: 2, test mean loss=0.445192805885421, test accuracy=0.792

counter#229 epoch: 2, test mean loss=0.44143696929412257, test accuracy=0.791

counter#230 epoch: 2, test mean loss=0.44108994992082023, test accuracy=0.7925000000000001

counter#231 epoch: 2, test mean loss=0.44148266342542064, test accuracy=0.7905

counter#232 epoch: 2, test mean loss=0.4499203556230843, test accuracy=0.7915000000000001

counter#233 epoch: 2, test mean loss=0.4391066497413723, test accuracy=0.7949999999999999

counter#234 epoch: 2, test mean loss=0.43995776113367685, test accuracy=0.8029999999999999

counter#235 epoch: 2, test mean loss=0.4389986561321034, test accuracy=0.799

counter#236 epoch: 2, test mean loss=0.4420712522649971, test accuracy=0.8005000000000001

counter#237 epoch: 2, test mean loss=0.43781271311439623, test accuracy=0.799

counter#238 epoch: 2, test mean loss=0.4382834715848947, test accuracy=0.7939999999999999

counter#239 epoch: 2, test mean loss=0.4375692958253059, test accuracy=0.7929999999999999

counter#240 epoch: 2, test mean loss=0.43693215972065946, test accuracy=0.7975

counter#241 epoch: 2, test mean loss=0.4372886816214082, test accuracy=0.7994999999999999

counter#242 epoch: 2, test mean loss=0.435897885799961, test accuracy=0.8004999999999999

counter#243 epoch: 2, test mean loss=0.4356032229667749, test accuracy=0.798

counter#244 epoch: 2, test mean loss=0.43673014537029464, test accuracy=0.8035000000000002

counter#245 epoch: 2, test mean loss=0.4347094899055393, test accuracy=0.8014999999999999

counter#246 epoch: 2, test mean loss=0.43528979045028365, test accuracy=0.8009999999999999

counter#247 epoch: 2, test mean loss=0.43745663336373175, test accuracy=0.7999999999999999

counter#248 epoch: 2, test mean loss=0.4370225791174411, test accuracy=0.7994999999999999

counter#249 epoch: 2, test mean loss=0.4359766623653716, test accuracy=0.8025

counter#250 epoch: 2, test mean loss=0.4366750210113426, test accuracy=0.8009999999999999

counter#251 epoch: 2, test mean loss=0.44187725760377966, test accuracy=0.7990000000000002

counter#252 epoch: 2, test mean loss=0.4413531450389125, test accuracy=0.7985

counter#253 epoch: 2, test mean loss=0.43453651550073047, test accuracy=0.8020000000000002

counter#254 epoch: 2, test mean loss=0.4328238309068551, test accuracy=0.7955

counter#255 epoch: 2, test mean loss=0.43155605224154214, test accuracy=0.798

counter#256 epoch: 2, test mean loss=0.4314638749439256, test accuracy=0.7985000000000001

counter#257 epoch: 2, test mean loss=0.43249610163460794, test accuracy=0.796

counter#258 epoch: 2, test mean loss=0.43666090208837066, test accuracy=0.7925

counter#259 epoch: 2, test mean loss=0.43796135730761626, test accuracy=0.79

counter#260 epoch: 2, test mean loss=0.44141223417176223, test accuracy=0.79

counter#261 epoch: 2, test mean loss=0.44501569884471837, test accuracy=0.7869999999999999

counter#262 epoch: 2, test mean loss=0.4438157709713943, test accuracy=0.7885

counter#263 epoch: 2, test mean loss=0.4353203039421554, test accuracy=0.7880000000000001

counter#264 epoch: 2, test mean loss=0.43465707304203205, test accuracy=0.7885000000000002

counter#265 epoch: 2, test mean loss=0.4341794325217686, test accuracy=0.7915000000000001

counter#266 epoch: 2, test mean loss=0.43400578962357556, test accuracy=0.796

counter#267 epoch: 2, test mean loss=0.432284559429189, test accuracy=0.794

counter#268 epoch: 2, test mean loss=0.4336171511985495, test accuracy=0.7939999999999999

counter#269 epoch: 2, test mean loss=0.4361830532535255, test accuracy=0.796

counter#270 epoch: 2, test mean loss=0.4481019197927199, test accuracy=0.7919999999999998

counter#271 epoch: 2, test mean loss=0.44328368213508956, test accuracy=0.7885

counter#272 epoch: 2, test mean loss=0.4347779942838984, test accuracy=0.7904999999999999

counter#273 epoch: 2, test mean loss=0.43448568504117, test accuracy=0.7889999999999999

counter#274 epoch: 2, test mean loss=0.4347776664252335, test accuracy=0.79

counter#275 epoch: 2, test mean loss=0.4357423603708809, test accuracy=0.791

counter#276 epoch: 2, test mean loss=0.43657355312963037, test accuracy=0.795

counter#277 epoch: 2, test mean loss=0.43571381396702397, test accuracy=0.7924999999999999

counter#278 epoch: 2, test mean loss=0.4383168989609085, test accuracy=0.7965000000000001

counter#279 epoch: 2, test mean loss=0.4365728016570273, test accuracy=0.7969999999999999

counter#280 epoch: 2, test mean loss=0.4387533296008622, test accuracy=0.7905000000000001

counter#281 epoch: 2, test mean loss=0.4462290935030072, test accuracy=0.7885

counter#282 epoch: 2, test mean loss=0.44328035876364724, test accuracy=0.786

counter#283 epoch: 2, test mean loss=0.44224684181479723, test accuracy=0.7885000000000002

counter#284 epoch: 2, test mean loss=0.4386119459489063, test accuracy=0.795

counter#285 epoch: 2, test mean loss=0.4441342403198975, test accuracy=0.7935000000000001

counter#286 epoch: 2, test mean loss=0.4393515540077412, test accuracy=0.7975

counter#287 epoch: 2, test mean loss=0.4409872771666417, test accuracy=0.798

counter#288 epoch: 2, test mean loss=0.43914788960453954, test accuracy=0.8024999999999999

counter#289 epoch: 2, test mean loss=0.43841021960695814, test accuracy=0.8045

counter#290 epoch: 2, test mean loss=0.4354360314895523, test accuracy=0.8035

counter#291 epoch: 2, test mean loss=0.4352881297847754, test accuracy=0.8019999999999999

counter#292 epoch: 2, test mean loss=0.43585493885887605, test accuracy=0.7945

counter#293 epoch: 2, test mean loss=0.43748035425392384, test accuracy=0.795

