C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/charscnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)
counter#4426  epoch: 3, test mean loss=0.4457550975069304, test accuracy=0.8010000000000008

counter#4427  epoch: 3, test mean loss=0.4460748164654545, test accuracy=0.8010000000000009

counter#4428  epoch: 3, test mean loss=0.4462538146129551, test accuracy=0.7990000000000008

counter#4429  epoch: 3, test mean loss=0.45018827938458933, test accuracy=0.7980000000000005

counter#4430  epoch: 3, test mean loss=0.45226842060942746, test accuracy=0.7945000000000004

counter#4431  epoch: 3, test mean loss=0.446852536037165, test accuracy=0.8025000000000009

counter#4432  epoch: 3, test mean loss=0.4494944690815087, test accuracy=0.806000000000001

counter#4433  epoch: 3, test mean loss=0.4537203648232311, test accuracy=0.8030000000000009

counter#4434  epoch: 3, test mean loss=0.449562416313523, test accuracy=0.806000000000001

counter#4435  epoch: 3, test mean loss=0.44953316319794207, test accuracy=0.8065000000000013

counter#4436  epoch: 3, test mean loss=0.45640009027605094, test accuracy=0.8080000000000012

counter#4437  epoch: 3, test mean loss=0.45769561450953605, test accuracy=0.8075000000000011

counter#4438  epoch: 3, test mean loss=0.45419707283061234, test accuracy=0.8065000000000012

counter#4439  epoch: 3, test mean loss=0.4582599857807842, test accuracy=0.8095000000000013

counter#4440  epoch: 3, test mean loss=0.4509919998116621, test accuracy=0.8090000000000012

counter#4441  epoch: 3, test mean loss=0.4555518610973693, test accuracy=0.8080000000000013

counter#4442  epoch: 3, test mean loss=0.4538374509584435, test accuracy=0.807000000000001

counter#4443  epoch: 3, test mean loss=0.4537064205185001, test accuracy=0.8095000000000012

counter#4444  epoch: 3, test mean loss=0.4472252344663057, test accuracy=0.8050000000000008

counter#4445  epoch: 3, test mean loss=0.4511396532533759, test accuracy=0.805000000000001

counter#4446  epoch: 3, test mean loss=0.4500031886984918, test accuracy=0.8050000000000008

counter#4447  epoch: 3, test mean loss=0.4508850433534812, test accuracy=0.8050000000000008

counter#4448  epoch: 3, test mean loss=0.4477574123830824, test accuracy=0.8005000000000009

counter#4449  epoch: 3, test mean loss=0.45256642831715443, test accuracy=0.8035000000000008

counter#4450  epoch: 3, test mean loss=0.45691617249572336, test accuracy=0.8045000000000009

counter#4451  epoch: 3, test mean loss=0.4645667695321976, test accuracy=0.8060000000000013

counter#4452  epoch: 3, test mean loss=0.4540134429323613, test accuracy=0.8020000000000009

counter#4453  epoch: 3, test mean loss=0.45267792400663415, test accuracy=0.8035000000000008

counter#4454  epoch: 3, test mean loss=0.4506571976908681, test accuracy=0.7970000000000005

counter#4455  epoch: 3, test mean loss=0.45274278652764216, test accuracy=0.803500000000001

counter#4456  epoch: 3, test mean loss=0.45407491526826615, test accuracy=0.8035000000000011

counter#4457  epoch: 3, test mean loss=0.45532673661653567, test accuracy=0.8075000000000013

counter#4458  epoch: 3, test mean loss=0.45125982946561777, test accuracy=0.8020000000000012

counter#4459  epoch: 3, test mean loss=0.44667154330469816, test accuracy=0.8020000000000009

counter#4460  epoch: 3, test mean loss=0.4440225046617903, test accuracy=0.8020000000000009

counter#4461  epoch: 3, test mean loss=0.4452460247735236, test accuracy=0.7990000000000009

counter#4462  epoch: 3, test mean loss=0.44832155335433294, test accuracy=0.800000000000001

counter#4463  epoch: 3, test mean loss=0.4512224630449419, test accuracy=0.804000000000001

counter#4464  epoch: 3, test mean loss=0.4520607678739276, test accuracy=0.8035000000000012

counter#4465  epoch: 3, test mean loss=0.4580238595057184, test accuracy=0.8050000000000012

counter#4466  epoch: 3, test mean loss=0.45635192834466937, test accuracy=0.8060000000000013

counter#4467  epoch: 3, test mean loss=0.4510416206869196, test accuracy=0.8060000000000013

counter#4468  epoch: 3, test mean loss=0.4433644660189273, test accuracy=0.800000000000001

counter#4469  epoch: 3, test mean loss=0.4463984767721702, test accuracy=0.8005000000000012

counter#4470  epoch: 3, test mean loss=0.4391035104325465, test accuracy=0.8010000000000008

counter#4471  epoch: 3, test mean loss=0.43922205367960976, test accuracy=0.7945000000000007

counter#4472  epoch: 3, test mean loss=0.44240434074995855, test accuracy=0.7850000000000003

counter#4473  epoch: 3, test mean loss=0.4409650285700959, test accuracy=0.7880000000000001

counter#4474  epoch: 3, test mean loss=0.44641569505074874, test accuracy=0.7815000000000002

counter#4475  epoch: 3, test mean loss=0.4470604933090881, test accuracy=0.7810000000000002

counter#4476  epoch: 3, test mean loss=0.45837159826568147, test accuracy=0.7735000000000002

counter#4477  epoch: 3, test mean loss=0.4500834571483022, test accuracy=0.7770000000000001

counter#4478  epoch: 3, test mean loss=0.4454635358406965, test accuracy=0.7830000000000006

counter#4479  epoch: 3, test mean loss=0.43965973228548966, test accuracy=0.7970000000000007

counter#4480  epoch: 3, test mean loss=0.445041629780544, test accuracy=0.7815000000000005

counter#4481  epoch: 3, test mean loss=0.44755137458651545, test accuracy=0.7820000000000005

counter#4482  epoch: 3, test mean loss=0.43920834765512645, test accuracy=0.7950000000000003

counter#4483  epoch: 3, test mean loss=0.44191642507861933, test accuracy=0.7915000000000008

counter#4484  epoch: 3, test mean loss=0.44093165763813985, test accuracy=0.7940000000000005

counter#4485  epoch: 3, test mean loss=0.4444336088786824, test accuracy=0.7920000000000007

counter#4486  epoch: 3, test mean loss=0.4422807263438613, test accuracy=0.7955000000000005

counter#4487  epoch: 3, test mean loss=0.44274996489140767, test accuracy=0.7985000000000007

counter#4488  epoch: 3, test mean loss=0.4452566811213181, test accuracy=0.7980000000000007

counter#4489  epoch: 3, test mean loss=0.45020531188861496, test accuracy=0.7890000000000005

counter#4490  epoch: 3, test mean loss=0.4460577083365974, test accuracy=0.7900000000000007

counter#4491  epoch: 3, test mean loss=0.4429392922586846, test accuracy=0.7935000000000006

counter#4492  epoch: 3, test mean loss=0.4436935121676278, test accuracy=0.7975000000000009

counter#4493  epoch: 3, test mean loss=0.44584198441886125, test accuracy=0.7955000000000007

counter#4494  epoch: 3, test mean loss=0.45259718862329223, test accuracy=0.7795000000000003

counter#4495  epoch: 3, test mean loss=0.4514548587672841, test accuracy=0.7830000000000006

counter#4496  epoch: 3, test mean loss=0.44888481625776366, test accuracy=0.7910000000000007

counter#4497  epoch: 3, test mean loss=0.44754718973521257, test accuracy=0.7940000000000006

counter#4498  epoch: 3, test mean loss=0.451012386827554, test accuracy=0.7830000000000003

counter#4499  epoch: 3, test mean loss=0.4493420311514557, test accuracy=0.7865000000000003

counter#4500  epoch: 3, test mean loss=0.45668763168826304, test accuracy=0.7815000000000005

counter#4501  epoch: 3, test mean loss=0.45731347128627703, test accuracy=0.7820000000000005

counter#4502  epoch: 3, test mean loss=0.45789404231818615, test accuracy=0.7825000000000004

counter#4503  epoch: 3, test mean loss=0.47550426489580133, test accuracy=0.7669999999999999

counter#4504  epoch: 3, test mean loss=0.47850553964095754, test accuracy=0.7630000000000001

counter#4505  epoch: 3, test mean loss=0.4667380871009281, test accuracy=0.7709999999999999

counter#4506  epoch: 3, test mean loss=0.4653611063457538, test accuracy=0.7745000000000001

counter#4507  epoch: 3, test mean loss=0.4634686373741996, test accuracy=0.7770000000000004

counter#4508  epoch: 3, test mean loss=0.48235367949871644, test accuracy=0.76

counter#4509  epoch: 3, test mean loss=0.48247668565206503, test accuracy=0.7575

counter#4510  epoch: 3, test mean loss=0.47584292847627535, test accuracy=0.7584999999999998

counter#4511  epoch: 3, test mean loss=0.47808236389007674, test accuracy=0.7605000000000001

counter#4512  epoch: 3, test mean loss=0.4645802471355392, test accuracy=0.7705

counter#4513  epoch: 3, test mean loss=0.4846935912018492, test accuracy=0.7554999999999997

counter#4514  epoch: 3, test mean loss=0.48655733727759204, test accuracy=0.7559999999999998

counter#4515  epoch: 3, test mean loss=0.48334672173198007, test accuracy=0.7619999999999999

counter#4516  epoch: 3, test mean loss=0.4930054172300492, test accuracy=0.7524999999999998

counter#4517  epoch: 3, test mean loss=0.4927177015284645, test accuracy=0.7555000000000001

counter#4518  epoch: 3, test mean loss=0.475192652382516, test accuracy=0.7634999999999998

counter#4519  epoch: 3, test mean loss=0.45840077083280945, test accuracy=0.7780000000000004

counter#4520  epoch: 3, test mean loss=0.4566639520335052, test accuracy=0.7790000000000004

counter#4521  epoch: 3, test mean loss=0.4530596429034546, test accuracy=0.7805000000000001

counter#4522  epoch: 3, test mean loss=0.4508229843831517, test accuracy=0.7800000000000002

counter#4523  epoch: 3, test mean loss=0.44817110946031574, test accuracy=0.7875000000000003

counter#4524  epoch: 3, test mean loss=0.44892978732241906, test accuracy=0.7890000000000001

counter#4525  epoch: 3, test mean loss=0.44806240569828815, test accuracy=0.7930000000000004

counter#4526  epoch: 3, test mean loss=0.4498389830787693, test accuracy=0.7970000000000003

counter#4527  epoch: 3, test mean loss=0.45009409014780255, test accuracy=0.7985000000000003

counter#4528  epoch: 3, test mean loss=0.4485065601247158, test accuracy=0.7970000000000005

counter#4529  epoch: 3, test mean loss=0.45297757885439943, test accuracy=0.7975000000000008

counter#4530  epoch: 3, test mean loss=0.45372154813098187, test accuracy=0.8000000000000006

counter#4531  epoch: 3, test mean loss=0.45569360268353365, test accuracy=0.7960000000000007

counter#4532  epoch: 3, test mean loss=0.4584238207197719, test accuracy=0.7980000000000009

counter#4533  epoch: 3, test mean loss=0.4624345987087169, test accuracy=0.799000000000001

counter#4534  epoch: 3, test mean loss=0.46118804736845026, test accuracy=0.797500000000001

counter#4535  epoch: 3, test mean loss=0.46301004667859386, test accuracy=0.7985000000000008

counter#4536  epoch: 3, test mean loss=0.45354842666955747, test accuracy=0.7950000000000004

counter#4537  epoch: 3, test mean loss=0.45610520243229785, test accuracy=0.7950000000000004

counter#4538  epoch: 3, test mean loss=0.4568875031768389, test accuracy=0.7960000000000007

counter#4539  epoch: 3, test mean loss=0.4569775445915613, test accuracy=0.7960000000000007

counter#4540  epoch: 3, test mean loss=0.45986040907106507, test accuracy=0.7955000000000004

counter#4541  epoch: 3, test mean loss=0.46175608560692316, test accuracy=0.7945000000000004

counter#4542  epoch: 3, test mean loss=0.45716058888015726, test accuracy=0.7950000000000006

counter#4543  epoch: 3, test mean loss=0.45854842742769397, test accuracy=0.7965000000000004

counter#4544  epoch: 3, test mean loss=0.4614518031325104, test accuracy=0.7975000000000008

counter#4545  epoch: 3, test mean loss=0.4626590793540355, test accuracy=0.7870000000000006

 counter#4546  epoch: 3, test mean loss=0.4659078725542121, test accuracy=0.7945000000000008

counter#4547  epoch: 3, test mean loss=0.4639202594758735, test accuracy=0.7940000000000006

counter#4548  epoch: 3, test mean loss=0.46349065540801154, test accuracy=0.7925000000000005

counter#4549  epoch: 3, test mean loss=0.4662421844003237, test accuracy=0.7800000000000002

counter#4550  epoch: 3, test mean loss=0.4709834710499124, test accuracy=0.7775000000000002

counter#4551  epoch: 3, test mean loss=0.47411723209940343, test accuracy=0.7719999999999999

counter#4552  epoch: 3, test mean loss=0.46919494546039653, test accuracy=0.777

counter#4553  epoch: 3, test mean loss=0.478097798908882, test accuracy=0.774

counter#4554  epoch: 3, test mean loss=0.4704877980683924, test accuracy=0.7800000000000001

counter#4555  epoch: 3, test mean loss=0.47331257706776136, test accuracy=0.7805000000000004

counter#4556  epoch: 3, test mean loss=0.4709098595894443, test accuracy=0.7890000000000005

counter#4557  epoch: 3, test mean loss=0.472633547602239, test accuracy=0.7915000000000005

counter#4558  epoch: 3, test mean loss=0.4757729536804937, test accuracy=0.7935000000000005

counter#4559  epoch: 3, test mean loss=0.4785638228291931, test accuracy=0.7925000000000008

counter#4560  epoch: 3, test mean loss=0.47871092756624917, test accuracy=0.7915000000000006

counter#4561  epoch: 3, test mean loss=0.48337296960688614, test accuracy=0.7940000000000008

counter#4562  epoch: 3, test mean loss=0.4837347671118723, test accuracy=0.7910000000000007

counter#4563  epoch: 3, test mean loss=0.4880945511875022, test accuracy=0.7925000000000008

counter#4564  epoch: 3, test mean loss=0.49580664503503913, test accuracy=0.7920000000000007

counter#4565  epoch: 3, test mean loss=0.4983161332878241, test accuracy=0.7925000000000009

counter#4566  epoch: 3, test mean loss=0.5047346258625635, test accuracy=0.797500000000001

counter#4567  epoch: 3, test mean loss=0.5031020535177363, test accuracy=0.7985000000000008

counter#4568  epoch: 3, test mean loss=0.49492132903310043, test accuracy=0.7930000000000008

counter#4569  epoch: 3, test mean loss=0.5131325218768186, test accuracy=0.7985000000000008

counter#4570  epoch: 3, test mean loss=0.4912170392795279, test accuracy=0.7935000000000008

counter#4571  epoch: 3, test mean loss=0.4847744482158062, test accuracy=0.7965000000000008

counter#4572  epoch: 3, test mean loss=0.4856173093840193, test accuracy=0.7960000000000008

counter#4573  epoch: 3, test mean loss=0.483639306092341, test accuracy=0.7945000000000008

counter#4574  epoch: 3, test mean loss=0.48417480390753936, test accuracy=0.7965000000000011

counter#4575  epoch: 3, test mean loss=0.4803563451870945, test accuracy=0.797000000000001

counter#4576  epoch: 3, test mean loss=0.48901980357291935, test accuracy=0.7975000000000011

counter#4577  epoch: 3, test mean loss=0.49358322964635076, test accuracy=0.8005000000000012

counter#4578  epoch: 3, test mean loss=0.5106863350131341, test accuracy=0.7940000000000014

counter#4579  epoch: 3, test mean loss=0.4883688502284588, test accuracy=0.801000000000001

counter#4580  epoch: 3, test mean loss=0.49951284784022243, test accuracy=0.7985000000000012

counter#4581  epoch: 3, test mean loss=0.49132721756341935, test accuracy=0.8010000000000013

counter#4582  epoch: 3, test mean loss=0.49163730599924427, test accuracy=0.7990000000000012

counter#4583  epoch: 3, test mean loss=0.4912109588535463, test accuracy=0.7980000000000012

counter#4584  epoch: 3, test mean loss=0.49491550418113567, test accuracy=0.8000000000000012

counter#4585  epoch: 3, test mean loss=0.5039972210530059, test accuracy=0.8005000000000011
