C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/charscnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)

counter#3167  epoch: 2, test mean loss=0.4360185536513216, test accuracy=0.8080000000000008

counter#3168  epoch: 2, test mean loss=0.4378537324534309, test accuracy=0.8050000000000007

counter#3169  epoch: 2, test mean loss=0.4379901835990291, test accuracy=0.8030000000000007

counter#3170  epoch: 2, test mean loss=0.43772117403487765, test accuracy=0.8065000000000011

counter#3171  epoch: 2, test mean loss=0.4399499775107175, test accuracy=0.8070000000000008

counter#3172  epoch: 2, test mean loss=0.4380888695405536, test accuracy=0.8080000000000009

counter#3173  epoch: 2, test mean loss=0.44069529113001304, test accuracy=0.809000000000001

counter#3174  epoch: 2, test mean loss=0.43981652659718923, test accuracy=0.8110000000000009

counter#3175  epoch: 2, test mean loss=0.442040475625198, test accuracy=0.812500000000001

counter#3176  epoch: 2, test mean loss=0.44229260000084475, test accuracy=0.8085000000000011

counter#3177  epoch: 2, test mean loss=0.4391609011504438, test accuracy=0.8055000000000011

counter#3178  epoch: 2, test mean loss=0.4403773376083284, test accuracy=0.8045000000000012

counter#3179  epoch: 2, test mean loss=0.4422059305556224, test accuracy=0.8065000000000012

counter#3180  epoch: 2, test mean loss=0.441056128992118, test accuracy=0.8030000000000007

counter#3181  epoch: 2, test mean loss=0.4394292108462425, test accuracy=0.806000000000001

counter#3182  epoch: 2, test mean loss=0.4379853657424689, test accuracy=0.7985000000000005

counter#3183  epoch: 2, test mean loss=0.43135495349546, test accuracy=0.805500000000001

counter#3184  epoch: 2, test mean loss=0.43266695737976996, test accuracy=0.8060000000000009

counter#3185  epoch: 2, test mean loss=0.4343484604620555, test accuracy=0.8025000000000009

counter#3186  epoch: 2, test mean loss=0.4357660952902054, test accuracy=0.7960000000000003

counter#3187  epoch: 2, test mean loss=0.4354711518787382, test accuracy=0.7960000000000003

counter#3188  epoch: 2, test mean loss=0.4339402958959587, test accuracy=0.7985000000000003

counter#3189  epoch: 2, test mean loss=0.43552552395948146, test accuracy=0.7985000000000001

counter#3190  epoch: 2, test mean loss=0.45163966566766506, test accuracy=0.7855000000000004

counter#3191  epoch: 2, test mean loss=0.44394206884008647, test accuracy=0.7880000000000001

counter#3192  epoch: 2, test mean loss=0.4368625558388648, test accuracy=0.79

counter#3193  epoch: 2, test mean loss=0.4339365888192608, test accuracy=0.796

counter#3194  epoch: 2, test mean loss=0.4331141707513734, test accuracy=0.7980000000000003

counter#3195  epoch: 2, test mean loss=0.4329166221393319, test accuracy=0.8025000000000007

counter#3196  epoch: 2, test mean loss=0.4348831005038041, test accuracy=0.8030000000000005

counter#3197  epoch: 2, test mean loss=0.4332063431009704, test accuracy=0.8055000000000008

counter#3198  epoch: 2, test mean loss=0.4358061218440209, test accuracy=0.8045000000000008

counter#3199  epoch: 2, test mean loss=0.43354105579525587, test accuracy=0.8055000000000007

counter#3200  epoch: 2, test mean loss=0.4335602930862108, test accuracy=0.8050000000000007

counter#3201  epoch: 2, test mean loss=0.4314237014730056, test accuracy=0.7995000000000005

counter#3202  epoch: 2, test mean loss=0.4336077146484325, test accuracy=0.7945000000000004

counter#3203  epoch: 2, test mean loss=0.43486357262047937, test accuracy=0.7925000000000001

counter#3204  epoch: 2, test mean loss=0.4364262877364744, test accuracy=0.792

counter#3205  epoch: 2, test mean loss=0.4398731196418341, test accuracy=0.7890000000000001

counter#3206  epoch: 2, test mean loss=0.44274933136756905, test accuracy=0.7879999999999999

counter#3207  epoch: 2, test mean loss=0.4408157059960236, test accuracy=0.79

counter#3208  epoch: 2, test mean loss=0.4413104253270572, test accuracy=0.79

counter#3209  epoch: 2, test mean loss=0.4395554228712234, test accuracy=0.7915000000000003

counter#3210  epoch: 2, test mean loss=0.4408216743686666, test accuracy=0.7910000000000004

counter#3211  epoch: 2, test mean loss=0.43702021946469743, test accuracy=0.7965000000000004

counter#3212  epoch: 2, test mean loss=0.44048767853639814, test accuracy=0.7910000000000004

counter#3213  epoch: 2, test mean loss=0.44236076375563804, test accuracy=0.7925000000000003

counter#3214  epoch: 2, test mean loss=0.4491506020938944, test accuracy=0.7880000000000004

counter#3215  epoch: 2, test mean loss=0.4522222783787657, test accuracy=0.7860000000000004

counter#3216  epoch: 2, test mean loss=0.455001674108247, test accuracy=0.7845000000000003

counter#3217  epoch: 2, test mean loss=0.4498186785378649, test accuracy=0.7890000000000001

counter#3218  epoch: 2, test mean loss=0.4521798071278041, test accuracy=0.7880000000000004

counter#3219  epoch: 2, test mean loss=0.4514073744283759, test accuracy=0.7885000000000002

counter#3220  epoch: 2, test mean loss=0.46883648300278113, test accuracy=0.7790000000000004

counter#3221  epoch: 2, test mean loss=0.4787127811991097, test accuracy=0.7730000000000002

counter#3222  epoch: 2, test mean loss=0.4831867072901581, test accuracy=0.7715000000000001

counter#3223  epoch: 2, test mean loss=0.4611077377786804, test accuracy=0.7810000000000002

counter#3224  epoch: 2, test mean loss=0.4601666229842414, test accuracy=0.7820000000000004

counter#3225  epoch: 2, test mean loss=0.45406050413026056, test accuracy=0.7825000000000002

counter#3226  epoch: 2, test mean loss=0.45073260303717677, test accuracy=0.7880000000000003

counter#3227  epoch: 2, test mean loss=0.4479377962479733, test accuracy=0.7950000000000003

counter#3228  epoch: 2, test mean loss=0.44755144307618033, test accuracy=0.7970000000000005

counter#3229  epoch: 2, test mean loss=0.44939539013554425, test accuracy=0.7915000000000001

counter#3230  epoch: 2, test mean loss=0.44294597159878285, test accuracy=0.7970000000000003

counter#3231  epoch: 2, test mean loss=0.4443704788720072, test accuracy=0.7950000000000003

counter#3232  epoch: 2, test mean loss=0.4474768926173967, test accuracy=0.7930000000000003

counter#3233  epoch: 2, test mean loss=0.4534140790569791, test accuracy=0.7879999999999999

counter#3234  epoch: 2, test mean loss=0.45015126931489136, test accuracy=0.7910000000000003

counter#3235  epoch: 2, test mean loss=0.43856617230889305, test accuracy=0.8015000000000003

counter#3236  epoch: 2, test mean loss=0.4374679572088813, test accuracy=0.7990000000000004

counter#3237  epoch: 2, test mean loss=0.43354349926526853, test accuracy=0.8005000000000002

counter#3238  epoch: 2, test mean loss=0.43635271619101174, test accuracy=0.8005000000000004

counter#3239  epoch: 2, test mean loss=0.43699821254548354, test accuracy=0.8005000000000002

counter#3240  epoch: 2, test mean loss=0.43860967347791735, test accuracy=0.8000000000000004

counter#3241  epoch: 2, test mean loss=0.4418359710503916, test accuracy=0.7980000000000004

counter#3242  epoch: 2, test mean loss=0.4479260479253317, test accuracy=0.7995000000000005

counter#3243  epoch: 2, test mean loss=0.453047128367887, test accuracy=0.8020000000000005

counter#3244  epoch: 2, test mean loss=0.4451918479823997, test accuracy=0.7980000000000005

counter#3245  epoch: 2, test mean loss=0.44238788536298307, test accuracy=0.7980000000000005

counter#3246  epoch: 2, test mean loss=0.44389784210966954, test accuracy=0.7905000000000002

counter#3247  epoch: 2, test mean loss=0.44715640614162416, test accuracy=0.7855000000000004

counter#3248  epoch: 2, test mean loss=0.44492157308549696, test accuracy=0.7885000000000005

counter#3249  epoch: 2, test mean loss=0.4423762513853765, test accuracy=0.7980000000000002

counter#3250  epoch: 2, test mean loss=0.44212712201883464, test accuracy=0.8000000000000006

counter#3251  epoch: 2, test mean loss=0.4443427605046996, test accuracy=0.7980000000000003

counter#3252  epoch: 2, test mean loss=0.44393784272119774, test accuracy=0.7970000000000005

counter#3253  epoch: 2, test mean loss=0.44654290464400637, test accuracy=0.7960000000000004

counter#3254  epoch: 2, test mean loss=0.4486123652203994, test accuracy=0.7890000000000004

counter#3255  epoch: 2, test mean loss=0.448203789492973, test accuracy=0.7870000000000004

counter#3256  epoch: 2, test mean loss=0.4431618064361959, test accuracy=0.8000000000000002

counter#3257  epoch: 2, test mean loss=0.44416305512721105, test accuracy=0.8000000000000006

counter#3258  epoch: 2, test mean loss=0.44549391015923623, test accuracy=0.7990000000000005

counter#3259  epoch: 2, test mean loss=0.44386571931690033, test accuracy=0.7980000000000004

counter#3260  epoch: 2, test mean loss=0.44350255281875384, test accuracy=0.8000000000000004

counter#3261  epoch: 2, test mean loss=0.4456916817433506, test accuracy=0.7970000000000003

counter#3262  epoch: 2, test mean loss=0.4406826959059117, test accuracy=0.7975000000000003

counter#3263  epoch: 2, test mean loss=0.4406917913954607, test accuracy=0.7970000000000002

counter#3264  epoch: 2, test mean loss=0.43926492524485594, test accuracy=0.7950000000000002

counter#3265  epoch: 2, test mean loss=0.43437643942798465, test accuracy=0.7940000000000002

counter#3266  epoch: 2, test mean loss=0.4356465205063796, test accuracy=0.7925000000000001

counter#3267  epoch: 2, test mean loss=0.43365839537347467, test accuracy=0.7975000000000001

counter#3268  epoch: 2, test mean loss=0.43460327673538157, test accuracy=0.7975000000000001

counter#3269  epoch: 2, test mean loss=0.4400935033119996, test accuracy=0.7915000000000003

counter#3270  epoch: 2, test mean loss=0.43888794140450016, test accuracy=0.7925000000000003

counter#3271  epoch: 2, test mean loss=0.4454625121182426, test accuracy=0.7830000000000004

counter#3272  epoch: 2, test mean loss=0.441666103019652, test accuracy=0.7905000000000002

counter#3273  epoch: 2, test mean loss=0.4388682573336481, test accuracy=0.7940000000000004

counter#3274  epoch: 2, test mean loss=0.43703412958482224, test accuracy=0.8000000000000004

counter#3275  epoch: 2, test mean loss=0.437525207112535, test accuracy=0.7990000000000002

counter#3276  epoch: 2, test mean loss=0.4403085662362791, test accuracy=0.7950000000000002

counter#3277  epoch: 2, test mean loss=0.4389622776069405, test accuracy=0.7945000000000002

counter#3278  epoch: 2, test mean loss=0.44160444812892363, test accuracy=0.7935000000000002

counter#3279  epoch: 2, test mean loss=0.44511973265979343, test accuracy=0.7930000000000003

counter#3280  epoch: 2, test mean loss=0.4376008187747294, test accuracy=0.7990000000000004

counter#3281  epoch: 2, test mean loss=0.43977040386492056, test accuracy=0.7970000000000003

counter#3282  epoch: 2, test mean loss=0.43957034659968663, test accuracy=0.7985000000000002

counter#3283  epoch: 2, test mean loss=0.43658538066584307, test accuracy=0.7995000000000003

counter#3284  epoch: 2, test mean loss=0.4401511465948267, test accuracy=0.7895000000000004

counter#3285  epoch: 2, test mean loss=0.4427564247635346, test accuracy=0.7885000000000004

counter#3286  epoch: 2, test mean loss=0.4461756745457206, test accuracy=0.7855000000000003

counter#3287  epoch: 2, test mean loss=0.440003579324495, test accuracy=0.7955000000000002

counter#3288  epoch: 2, test mean loss=0.44324099197907496, test accuracy=0.7905000000000002

counter#3289  epoch: 2, test mean loss=0.4459847881781528, test accuracy=0.7875000000000005

counter#3290  epoch: 2, test mean loss=0.4466111966413382, test accuracy=0.7870000000000005

counter#3291  epoch: 2, test mean loss=0.44461932406918103, test accuracy=0.7830000000000008

counter#3292  epoch: 2, test mean loss=0.43125891998943494, test accuracy=0.7955000000000004

counter#3293  epoch: 2, test mean loss=0.4348664550218605, test accuracy=0.7900000000000003

counter#3294  epoch: 2, test mean loss=0.43162957687275894, test accuracy=0.7935000000000005

counter#3295  epoch: 2, test mean loss=0.434947317088664, test accuracy=0.7870000000000004

counter#3296  epoch: 2, test mean loss=0.4318443927215311, test accuracy=0.7930000000000004

counter#3297  epoch: 2, test mean loss=0.43219743528488025, test accuracy=0.7925000000000004

counter#3298  epoch: 2, test mean loss=0.4337556367904837, test accuracy=0.7910000000000005

counter#3299  epoch: 2, test mean loss=0.4405359194148009, test accuracy=0.7810000000000005

counter#3300  epoch: 2, test mean loss=0.452435022651467, test accuracy=0.7745000000000006

counter#3301  epoch: 2, test mean loss=0.4427893554012661, test accuracy=0.7795000000000004

counter#3302  epoch: 2, test mean loss=0.43021433606394605, test accuracy=0.7900000000000005

counter#3303  epoch: 2, test mean loss=0.42799223685328336, test accuracy=0.7955000000000004

counter#3304  epoch: 2, test mean loss=0.4278644484679902, test accuracy=0.8000000000000004

counter#3305  epoch: 2, test mean loss=0.42961613877594673, test accuracy=0.8030000000000005

counter#3306  epoch: 2, test mean loss=0.43462388709236316, test accuracy=0.8060000000000009

counter#3307  epoch: 2, test mean loss=0.4358335290041755, test accuracy=0.8045000000000009

counter#3308  epoch: 2, test mean loss=0.438358993898662, test accuracy=0.803500000000001

counter#3309  epoch: 2, test mean loss=0.43002482426524063, test accuracy=0.8040000000000006

counter#3310  epoch: 2, test mean loss=0.4328236747481786, test accuracy=0.8050000000000007

counter#3311  epoch: 2, test mean loss=0.44202092942099447, test accuracy=0.8065000000000011

counter#3312  epoch: 2, test mean loss=0.44465672776133486, test accuracy=0.8065000000000012

counter#3313  epoch: 2, test mean loss=0.4496046705605234, test accuracy=0.8050000000000012

counter#3314  epoch: 2, test mean loss=0.45040001186979006, test accuracy=0.8070000000000012

counter#3315  epoch: 2, test mean loss=0.4544856755343973, test accuracy=0.8035000000000012

counter#3316  epoch: 2, test mean loss=0.4431356257013573, test accuracy=0.806000000000001

counter#3317  epoch: 2, test mean loss=0.4441942517876356, test accuracy=0.804500000000001

counter#3318  epoch: 2, test mean loss=0.4358313447144058, test accuracy=0.8055000000000008

counter#3319  epoch: 2, test mean loss=0.4389695960298565, test accuracy=0.8020000000000013

counter#3320  epoch: 2, test mean loss=0.43829588822269455, test accuracy=0.8045000000000009

counter#3321  epoch: 2, test mean loss=0.4348481999316652, test accuracy=0.8030000000000005

counter#3322  epoch: 2, test mean loss=0.43184468648717306, test accuracy=0.7920000000000003

counter#3323  epoch: 2, test mean loss=0.4282895357381273, test accuracy=0.7950000000000003

counter#3324  epoch: 2, test mean loss=0.42797536097431804, test accuracy=0.7945

counter#3325  epoch: 2, test mean loss=0.4271040755106814, test accuracy=0.7950000000000002

counter#3326  epoch: 2, test mean loss=0.42670775697571933, test accuracy=0.8015000000000004

counter#3327  epoch: 2, test mean loss=0.42768195318062496, test accuracy=0.8010000000000005

counter#3328  epoch: 2, test mean loss=0.4282840376368046, test accuracy=0.8040000000000006

counter#3329  epoch: 2, test mean loss=0.4305703159887851, test accuracy=0.8040000000000006

counter#3330  epoch: 2, test mean loss=0.43156206422049054, test accuracy=0.8055000000000007

counter#3331  epoch: 2, test mean loss=0.4285117768346355, test accuracy=0.7980000000000004

counter#3332  epoch: 2, test mean loss=0.42787329724207834, test accuracy=0.7990000000000004

counter#3333  epoch: 2, test mean loss=0.42740091808547126, test accuracy=0.7965000000000002

counter#3334  epoch: 2, test mean loss=0.42692899785096877, test accuracy=0.8005000000000005

counter#3335  epoch: 2, test mean loss=0.42775468685642953, test accuracy=0.8000000000000003

counter#3336  epoch: 2, test mean loss=0.4267387278830981, test accuracy=0.7980000000000004

counter#3337  epoch: 2, test mean loss=0.4268369319979004, test accuracy=0.8000000000000006

counter#3338  epoch: 2, test mean loss=0.4276654609433561, test accuracy=0.7985000000000002

counter#3339  epoch: 2, test mean loss=0.42949083506114577, test accuracy=0.7960000000000004

counter#3340  epoch: 2, test mean loss=0.42983941797495406, test accuracy=0.7975000000000003

counter#3341  epoch: 2, test mean loss=0.42875198827906025, test accuracy=0.7960000000000004

counter#3342  epoch: 2, test mean loss=0.4289391581286083, test accuracy=0.7990000000000004

counter#3343  epoch: 2, test mean loss=0.43069470636078905, test accuracy=0.8000000000000006

counter#3344  epoch: 2, test mean loss=0.430739901448946, test accuracy=0.8000000000000006

counter#3345  epoch: 2, test mean loss=0.4313370130877617, test accuracy=0.8020000000000006

counter#3346  epoch: 2, test mean loss=0.42565725195120185, test accuracy=0.8010000000000006

counter#3347  epoch: 2, test mean loss=0.42643745722285537, test accuracy=0.8000000000000004

counter#3348  epoch: 2, test mean loss=0.42662099268030124, test accuracy=0.7995000000000004

counter#3349  epoch: 2, test mean loss=0.4264364116643101, test accuracy=0.8015000000000004

counter#3350  epoch: 2, test mean loss=0.42752904726402075, test accuracy=0.8005000000000005

counter#3351  epoch: 2, test mean loss=0.4291105719497114, test accuracy=0.8030000000000005

counter#3352  epoch: 2, test mean loss=0.4302150540689851, test accuracy=0.8005000000000005

counter#3353  epoch: 2, test mean loss=0.42844279170827576, test accuracy=0.7990000000000004

counter#3354  epoch: 2, test mean loss=0.42958087430547104, test accuracy=0.8005000000000004

counter#3355  epoch: 2, test mean loss=0.42941170464820394, test accuracy=0.8005000000000004

counter#3356  epoch: 2, test mean loss=0.43093777879866046, test accuracy=0.8025000000000005

counter#3357  epoch: 2, test mean loss=0.4302026897186645, test accuracy=0.8010000000000005

counter#3358  epoch: 2, test mean loss=0.43018443182804367, test accuracy=0.8035000000000003

counter#3359  epoch: 2, test mean loss=0.42761725852663046, test accuracy=0.7990000000000005

counter#3360  epoch: 2, test mean loss=0.42712705029777, test accuracy=0.8020000000000005

counter#3361  epoch: 2, test mean loss=0.4268614355209276, test accuracy=0.8015000000000007

counter#3362  epoch: 2, test mean loss=0.429143716428096, test accuracy=0.7955000000000002

counter#3363  epoch: 2, test mean loss=0.4316948631426278, test accuracy=0.7950000000000002

counter#3364  epoch: 2, test mean loss=0.43300277222532046, test accuracy=0.795

counter#3365  epoch: 2, test mean loss=0.43101721399712856, test accuracy=0.796

counter#3366  epoch: 2, test mean loss=0.42667287220443817, test accuracy=0.8020000000000005

counter#3367  epoch: 2, test mean loss=0.42622820951925633, test accuracy=0.8010000000000004

counter#3368  epoch: 2, test mean loss=0.4281951580892406, test accuracy=0.7995000000000003

counter#3369  epoch: 2, test mean loss=0.4316669508664068, test accuracy=0.7950000000000002

counter#3370  epoch: 2, test mean loss=0.42537119198347023, test accuracy=0.8015000000000004

counter#3371  epoch: 2, test mean loss=0.4263173990286189, test accuracy=0.8005000000000005

counter#3372  epoch: 2, test mean loss=0.4265898345139971, test accuracy=0.7995000000000003

counter#3373  epoch: 2, test mean loss=0.4257546166276038, test accuracy=0.7990000000000005

counter#3374  epoch: 2, test mean loss=0.4265077830971131, test accuracy=0.7980000000000005

counter#3375  epoch: 2, test mean loss=0.42483929576132673, test accuracy=0.8035000000000005

counter#3376  epoch: 2, test mean loss=0.4268697408787851, test accuracy=0.7995000000000004

counter#3377  epoch: 2, test mean loss=0.4258420481747929, test accuracy=0.8030000000000004

counter#3378  epoch: 2, test mean loss=0.4260453963446155, test accuracy=0.8020000000000005

counter#3379  epoch: 2, test mean loss=0.42848259406767886, test accuracy=0.7995000000000003

counter#3380  epoch: 2, test mean loss=0.4271738805141396, test accuracy=0.8015000000000007

counter#3381  epoch: 2, test mean loss=0.42595978602802276, test accuracy=0.8020000000000003

counter#3382  epoch: 2, test mean loss=0.4262843139702806, test accuracy=0.8020000000000006

counter#3383  epoch: 2, test mean loss=0.42715259998280325, test accuracy=0.8015000000000007

counter#3384  epoch: 2, test mean loss=0.4292328116125074, test accuracy=0.799

counter#3385  epoch: 2, test mean loss=0.43068885174115684, test accuracy=0.7975000000000003

counter#3386  epoch: 2, test mean loss=0.4344583111603747, test accuracy=0.787

counter#3387  epoch: 2, test mean loss=0.4319855057669826, test accuracy=0.7945000000000002

counter#3388  epoch: 2, test mean loss=0.43113254073069496, test accuracy=0.7980000000000002

counter#3389  epoch: 2, test mean loss=0.4310013142146356, test accuracy=0.7955000000000004

counter#3390  epoch: 2, test mean loss=0.4323315554280282, test accuracy=0.7925000000000003

counter#3391  epoch: 2, test mean loss=0.4279939345786768, test accuracy=0.8015000000000004

counter#3392  epoch: 2, test mean loss=0.42820040225072925, test accuracy=0.8020000000000005

counter#3393  epoch: 2, test mean loss=0.42825156229609923, test accuracy=0.8055000000000007

counter#3394  epoch: 2, test mean loss=0.42761396173283006, test accuracy=0.8030000000000008

counter#3395  epoch: 2, test mean loss=0.43300990427953884, test accuracy=0.8050000000000008

counter#3396  epoch: 2, test mean loss=0.4242697859637154, test accuracy=0.8045000000000008

counter#3397  epoch: 2, test mean loss=0.4260652905347447, test accuracy=0.8015000000000004

counter#3398  epoch: 2, test mean loss=0.4247673703263765, test accuracy=0.8040000000000006

counter#3399  epoch: 2, test mean loss=0.42316606035839577, test accuracy=0.8065000000000007

counter#3400  epoch: 2, test mean loss=0.42376370262598334, test accuracy=0.8070000000000008

counter#3401  epoch: 2, test mean loss=0.42442981241362304, test accuracy=0.8045000000000008

counter#3402  epoch: 2, test mean loss=0.4247480828926315, test accuracy=0.803500000000001

counter#3403  epoch: 2, test mean loss=0.42515311208725876, test accuracy=0.8025000000000004

counter#3404  epoch: 2, test mean loss=0.42775010958753684, test accuracy=0.8000000000000004

counter#3405  epoch: 2, test mean loss=0.4267592808944858, test accuracy=0.8020000000000005

counter#3406  epoch: 2, test mean loss=0.4274637209368429, test accuracy=0.8040000000000006

counter#3407  epoch: 2, test mean loss=0.4252603801597137, test accuracy=0.7990000000000005

counter#3408  epoch: 2, test mean loss=0.4264380176800134, test accuracy=0.7980000000000004

counter#3409  epoch: 2, test mean loss=0.4298040219635407, test accuracy=0.7970000000000005

counter#3410  epoch: 2, test mean loss=0.4269310226068135, test accuracy=0.7980000000000004

counter#3411  epoch: 2, test mean loss=0.4275169511188565, test accuracy=0.7965000000000002

counter#3412  epoch: 2, test mean loss=0.4275267069285261, test accuracy=0.7960000000000004

counter#3413  epoch: 2, test mean loss=0.42614590838472294, test accuracy=0.8070000000000007

counter#3414  epoch: 2, test mean loss=0.42835412479834856, test accuracy=0.7965000000000004

counter#3415  epoch: 2, test mean loss=0.431028492506344, test accuracy=0.7960000000000003

counter#3416  epoch: 2, test mean loss=0.4258452747586319, test accuracy=0.8005000000000005

counter#3417  epoch: 2, test mean loss=0.4251970026224232, test accuracy=0.8005000000000005

counter#3418  epoch: 2, test mean loss=0.42543881036615416, test accuracy=0.8010000000000005

counter#3419  epoch: 2, test mean loss=0.42450680232650834, test accuracy=0.8000000000000004

counter#3420  epoch: 2, test mean loss=0.42502354428384864, test accuracy=0.7965000000000003

counter#3421  epoch: 2, test mean loss=0.4237963778542737, test accuracy=0.8045000000000008

counter#3422  epoch: 2, test mean loss=0.4240910895134892, test accuracy=0.8040000000000006

counter#3423  epoch: 2, test mean loss=0.4251003742987985, test accuracy=0.7950000000000003

counter#3424  epoch: 2, test mean loss=0.4314459440332502, test accuracy=0.7954999999999999

counter#3425  epoch: 2, test mean loss=0.4372710373166713, test accuracy=0.7864999999999998

counter#3426  epoch: 2, test mean loss=0.4404691536073591, test accuracy=0.7824999999999998

counter#3427  epoch: 2, test mean loss=0.4571843133948857, test accuracy=0.7639999999999999

counter#3428  epoch: 2, test mean loss=0.4598982762901694, test accuracy=0.763

counter#3429  epoch: 2, test mean loss=0.4626139775211952, test accuracy=0.762

counter#3430  epoch: 2, test mean loss=0.45930081222009705, test accuracy=0.7625000000000002

counter#3431  epoch: 2, test mean loss=0.4504021909676187, test accuracy=0.7710000000000001

counter#3432  epoch: 2, test mean loss=0.44312054438466086, test accuracy=0.7775000000000002

counter#3433  epoch: 2, test mean loss=0.44843405380220275, test accuracy=0.7705000000000001

counter#3434  epoch: 2, test mean loss=0.4430696056373599, test accuracy=0.7744999999999999

counter#3435  epoch: 2, test mean loss=0.4558384800063358, test accuracy=0.7640000000000003

counter#3436  epoch: 2, test mean loss=0.4506895135728693, test accuracy=0.7695000000000001

counter#3437  epoch: 2, test mean loss=0.44114379386865005, test accuracy=0.78

counter#3438  epoch: 2, test mean loss=0.43949936709857357, test accuracy=0.7804999999999999

counter#3439  epoch: 2, test mean loss=0.43400644952097067, test accuracy=0.7879999999999998

counter#3440  epoch: 2, test mean loss=0.43013765407330695, test accuracy=0.7945000000000003

counter#3441  epoch: 2, test mean loss=0.4324226229109273, test accuracy=0.791

counter#3442  epoch: 2, test mean loss=0.43169325834344824, test accuracy=0.7935000000000002

counter#3443  epoch: 2, test mean loss=0.436198498854715, test accuracy=0.7859999999999998

counter#3444  epoch: 2, test mean loss=0.43544802903012425, test accuracy=0.7859999999999997

counter#3445  epoch: 2, test mean loss=0.43567124110897315, test accuracy=0.7859999999999997

counter#3446  epoch: 2, test mean loss=0.426502515611581, test accuracy=0.8000000000000007

counter#3447  epoch: 2, test mean loss=0.42492006379230907, test accuracy=0.7995000000000008

counter#3448  epoch: 2, test mean loss=0.42411850090726316, test accuracy=0.804500000000001

counter#3449  epoch: 2, test mean loss=0.4236359091645437, test accuracy=0.8045000000000012

counter#3450  epoch: 2, test mean loss=0.4251733179370858, test accuracy=0.8000000000000008

counter#3451  epoch: 2, test mean loss=0.4243764584296115, test accuracy=0.8055000000000011

counter#3452  epoch: 2, test mean loss=0.42520934795358245, test accuracy=0.8015000000000009

counter#3453  epoch: 2, test mean loss=0.4258824591928636, test accuracy=0.8010000000000009

counter#3454  epoch: 2, test mean loss=0.42638265995518787, test accuracy=0.8025000000000009

counter#3455  epoch: 2, test mean loss=0.4288828542369554, test accuracy=0.7965000000000002

counter#3456  epoch: 2, test mean loss=0.42616320671045005, test accuracy=0.8010000000000008

counter#3457  epoch: 2, test mean loss=0.42844311083528697, test accuracy=0.8090000000000012

counter#3458  epoch: 2, test mean loss=0.43172793774988705, test accuracy=0.8090000000000012

counter#3459  epoch: 2, test mean loss=0.42713722153595746, test accuracy=0.8075000000000013

counter#3460  epoch: 2, test mean loss=0.4278799028536686, test accuracy=0.8070000000000012

counter#3461  epoch: 2, test mean loss=0.42870032321625423, test accuracy=0.8015000000000009

counter#3462  epoch: 2, test mean loss=0.42971473019330003, test accuracy=0.8055000000000008

counter#3463  epoch: 2, test mean loss=0.43710710882229714, test accuracy=0.8085000000000011

counter#3464  epoch: 2, test mean loss=0.43281208659775594, test accuracy=0.807000000000001

counter#3465  epoch: 2, test mean loss=0.4263102529789407, test accuracy=0.8035000000000007

counter#3466  epoch: 2, test mean loss=0.4275558311254109, test accuracy=0.8080000000000012

counter#3467  epoch: 2, test mean loss=0.42901106906119096, test accuracy=0.8080000000000009

counter#3468  epoch: 2, test mean loss=0.43324646651290977, test accuracy=0.8060000000000009

counter#3469  epoch: 2, test mean loss=0.42979734756775284, test accuracy=0.806000000000001

counter#3470  epoch: 2, test mean loss=0.43349325183275833, test accuracy=0.807000000000001

counter#3471  epoch: 2, test mean loss=0.4371573580275714, test accuracy=0.804500000000001

counter#3472  epoch: 2, test mean loss=0.4301329745578088, test accuracy=0.805500000000001

counter#3473  epoch: 2, test mean loss=0.43149241312632713, test accuracy=0.8070000000000008

counter#3474  epoch: 2, test mean loss=0.4273779026879464, test accuracy=0.8060000000000014

counter#3475  epoch: 2, test mean loss=0.42710362576318706, test accuracy=0.8055000000000008

counter#3476  epoch: 2, test mean loss=0.4269234891552714, test accuracy=0.8025000000000007

counter#3477  epoch: 2, test mean loss=0.4273836455664364, test accuracy=0.8040000000000009

counter#3478  epoch: 2, test mean loss=0.42894460410797014, test accuracy=0.8075000000000011

counter#3479  epoch: 2, test mean loss=0.427453308145685, test accuracy=0.8080000000000008

counter#3480  epoch: 2, test mean loss=0.4279555214845331, test accuracy=0.8085000000000009

counter#3481  epoch: 2, test mean loss=0.4264815774025586, test accuracy=0.8085000000000009

